"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
"284","simple","","CASIO Enticer Men Analog Watch","1","0","visible","The Casio Enticer Men Analog Watch blends classic styling with dependable Japanese quartz precision, making it a reliable everyday companion.","The Casio Enticer Men Analog Watch blends classic styling with dependable Japanese quartz precision, making it a reliable everyday companion. Reviewers highlight its comfortable fit, premium-looking finish and versatility for both formal and casual wear. Its reputation for durability and timeless design makes it a safe and stylish choice for those wanting an affordable yet elegant timepiece","","","taxable","","1","","","0","0","","","","","1","","","2995.00","Watches","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping11.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping12.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"281","simple","","Compact Portable Speaker","1","0","visible","Affordable Bluetooth speaker with balanced sound.","The Portronics Apollo One 20W Bluetooth Speaker stands out as a fun, budget-friendly party speaker that blends strong bass and clear vocals with handy karaoke features. Its built-in mic and echo control make it ideal for small gatherings or casual singing sessions, while the RGB lighting adds an engaging touch","","","taxable","","1","","","0","0","","","","","1","","","1249.00","Electronics","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping9-2.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping10.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"278","simple","","Wireless Party Speaker","1","0","visible","Loud sound output suitable for indoor and outdoor use.","The Philips 32W Portable Bluetooth Speaker (TAS2400BK) delivers loud, room‑filling sound with clear audio even at high volumes, making it ideal for home use or outdoor gatherings. Reviewers praise its strong Bluetooth connectivity, punchy bass, and portability, while its IPX4 water resistance and solid 10‑hour battery life make it a reliable companion for parties or picnics.","","","taxable","","1","","","0","0","","","","","1","","","1999.00","Electronics","","","https://amezashopify.com/wp-content/uploads/2026/05/download2.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping8-2.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"274","simple","","Portable Bluetooth Speaker","1","0","visible","Compact speaker with punchy bass and long playback","The boAt Stone 650 10 W Bluetooth Speaker offers a rugged yet stylish design with dual drivers that deliver punchy, bass-forward sound, making it a great choice for outdoor or casual listening. Its affordable price and compact build appeal to those wanting reliable, travel-friendly performance without sacrificing audio impact","","","taxable","","1","","","0","0","","","","","1","","","999.00","Electronics","","","https://amezashopify.com/wp-content/uploads/2026/05/download-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping7-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"270","simple","","Premium Smartwatch","1","0","visible","Modern design with multiple sports and calling features","The Boat Lunar Discovery Pro Smartwatch blends sleek metal styling with a sharp 1.39-inch HD display and reliable health tracking, appealing to users seeking a premium look at an accessible price. Reviewers highlight its comfortable fit, smooth touchscreen, and week-long battery life with Bluetooth calling support, making it a solid all-rounder for daily wear.","","","taxable","","1","","","0","0","","","","","1","","","1499.00","Watches","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping5-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping6-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"267","simple","","Everyday Smartwatch","1","0","visible","Lightweight smartwatch with health monitoring tools.","The Noise Twist Go Smartwatch blends budget-friendly style with practical health and connectivity features. Its 1.39-inch display, Bluetooth calling, and water resistance make it appealing for users wanting an affordable yet capable fitness companion. Reviewers highlight its attractive design and strong battery life as standout advantages","","","taxable","","1","","","0","0","","","","","1","","","1699.00","Watches","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping3-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping4-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"264","simple","","Bluetooth Calling Smartwatch","1","0","visible","Stylish smartwatch with fitness tracking features.","The Noise Twist 2 Smartwatch offers strong value for money with its bright AMOLED display, sturdy metal design, and Bluetooth calling convenience. Users highlight its smooth performance, user-friendly interface, and solid battery backup, making it a reliable choice for daily fitness tracking and smart features.","","","taxable","","1","","","0","0","","","","","1","","","2299.00","Watches","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping-1-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping2.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"260","simple","","Fitness Smartwatch","1","0","visible","Tracks heart rate, sleep, and activity efficiently.","The Noise Pulse Hyper Smartwatch combines a bright 1.85-inch display with an impressive 21-day battery life, making it ideal for users seeking style and practicality. Its lightweight design and health-tracking functions such as heart rate and SpO₂ monitoring make it a dependable everyday companion for fitness and work alike.","","","taxable","","1","","","0","0","","","","","1","","","1199.00","Watches","","","https://amezashopify.com/wp-content/uploads/2026/05/download-1-1.jpeg, https://amezashopify.com/wp-content/uploads/2026/05/61wTYdDFelL._AC_UF10001000_QL80_.jpg","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"257","simple","","True Wireless Earbuds","1","0","visible","Comfortable fit with clear calling and deep bass.","The Noise Buds N1 Truly Wireless Earbuds appeal to budget-conscious listeners seeking balanced sound and stylish design without compromising on everyday usability. Reviewers note that they deliver strong bass and clear audio for their price point, alongside practical battery performance and a comfortable fit for long listening sessions.","","","taxable","","1","","","0","0","","","","","1","","","899.00","Electronics","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping9.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping9-1.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"254","simple","","Budget Wireless Earbuds","1","0","visible","Long battery backup with immersive sound quality.","The boAt Airdopes 213 are designed for budget-minded listeners who value long, uninterrupted playback and reliable call quality. With ENx™ noise-cancellation tech and BEAST™ low-latency mode, they suit both music enthusiasts and casual gamers seeking crisp audio and minimal lag. Their lightweight build and 50-hour total battery life make them convenient for everyday commuting and extended use.","","","taxable","","1","","","0","0","","","","","1","","","899.00","Electronics","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping8-1.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping7.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"250","simple","","Men’s Utility Cargo Pants","1","0","visible","Comfortable loose-fit cargo trousers with multiple pockets.","H&M’s Men’s Loose Fit Cargo Trousers combine a laid-back, utilitarian look with everyday comfort thanks to their relaxed yet tailored silhouette and soft cotton twill. They offer a versatile base for streetwear or casual outfits, appealing to anyone seeking affordability and trend-conscious design without sacrificing ease of movement","","","taxable","","1","","","0","0","","","","","1","","","1799.00","Clothing","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping5.webp, https://amezashopify.com/wp-content/uploads/2026/05/shopping6.webp","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
"246","simple","","Graphic Printed Cotton Tee","1","0","visible","Breathable 100% cotton t-shirt with trendy graphic print.","This Nobero men’s printed T-shirt offers a soft, breathable 100% cotton fabric ideal for everyday comfort in warm weather. Its minimalist sand-toned design makes it easy to pair with casual or athleisure outfits. Nobero’s focus on trendy yet understated style ensures it fits seamlessly into a modern, fashion-forward wardrobe.","","","taxable","","1","","","0","0","","","","","1","","","599.00","Clothing","","","https://amezashopify.com/wp-content/uploads/2026/05/shopping4.webp, https://amezashopify.com/wp-content/uploads/2026/05/71FR0UmKEnL._AC_UY1100_-1.jpg","","","","","","","","","0","","","0","0","","","0","0","","","0","0"
